,Panama,Singapore,Newfoundland and Labrador,Average,Colombia,Saudi Arabia,Indonesia,Israel,Zambia,Philippines,Latvia,Malaysia,Pakistan,Saskatchewan,Germany,Spain,Iran,Japan,Lithuania,Senegal,Estonia,New Zealand,Costa Rica,British Columbia,Malawi,Kazakhstan,Portugal,Maldives,Morocco,Slovakia,Paraguay,Tunisia,Cote d'Ivoire,Dominican Republic,Kenya,Ukraine,Greece,South Africa,Netherlands,Argentina,Switzerland,Finland,India,New Brunswick,Ontario,Mexico,Alberta,Iceland,Iraq,Qatar,Turkey,Ethiopia,Chile,El Salvador,Kuwait,Canada,Slovenia,Manitoba,Belarus,Nepal,Zimbabwe,Italy,Croatia,Russia,Uganda,Norway,Ecuador,Fiji,Northwest Territories,Malta,Czechia,Mozambique,Quebec,United Arab Emirates,Myanmar,Austria,"Korea, South",Ghana,Bangladesh,Yukon,Poland,Nova Scotia,Togo,Cuba,Belgium,Denmark,Bahrain,Hungary,Vietnam,Serbia,Nigeria,United Kingdom,Brazil,Rwanda,Romania,Prince Edward Island,Bulgaria,Ireland,Bolivia,US,Australia,Thailand,Uruguay
2020-03-15,0.04668838219326819,0.0017728103750450188,0.016129032258064516,0.00922485120782513,0.01070528967254408,0.0,0.09136713735558408,0.02209533267130089,0.05140007671653242,0.024866417901050607,0.019216555801921657,0.05374963227277729,0.03601440576230492,0.005730659025787965,0.015049192419489796,0.0,0.03671360451024816,0.021758003290223708,0.021890132571247126,0.3684210526315789,0.0786593707250342,0.011019283746556474,0.06537530266343826,0.010379638845442912,0.0061770761839396015,0.009202453987730062,0.02704432709233477,0.056501547987616106,0.12,0.0284789644012945,0.09990253411306042,0.05128205128205128,0.0,0.11057692307692309,0.024921024921024926,0.0,0.057,0.016260162601626018,0.05614754098360656,0.11029411764705882,0.04422820320890422,0.06429883649724434,0.010206593406593406,0.024390243902439025,0.0121735019501241,0.011846287200231145,0.00743281875357347,0.04755341144038594,0.0023972674406437977,0.04238993710691824,0.008653654191685737,0.058359362156830505,0.01877657385818132,0.0,0.0,0.009325542451989882,0.027566250380749314,0.0047789725209080045,0.0015513392857142857,0.002141327623126339,0.0,0.0,0.049664429530201344,0.0005366612394145844,0.007601497264612726,0.04172800883327199,0.20456730769230771,0.007352941176470588,0.0,0.012219959266802444,0.041059094397544134,0.013968957871396898,0.010269576379974324,0.0009535742401898278,0.003237351846189817,0.0802008081302804,0.03268427908424048,0.038688584143129603,0.011194029850746268,0.0,0.0,0.0,0.06262626262626263,0.03178265373387325,0.10699417152373022,0.1351086423786963,0.017709663862489435,0.025080906148867314,0.0070525615435795075,0.1625441696113074,0.0015393939393939394,0.05708150345670862,0.011719019591642326,0.001692595077369317,0.035257410296411856,0.16666666666666666,0.0,0.0400042887266056,0.30303030303030304,0.053067903898719605,0.00505447636402323,0.012528647822765469,0.0332753371030883
2020-03-16,0.04282868525896414,0.0029546839584083644,0.006211180124223602,0.013202891983069872,0.012475741613529248,0.0,0.0951219512195122,0.026592915647271568,0.05370157268891446,0.03039228854572852,0.0181924882629108,0.06728697632346844,0.027555555555555555,0.00681044267877412,0.018002809261427458,0.0,0.04895147268033088,0.021981410975024332,0.02243589743589744,0.3939393939393939,0.09682899207248018,0.00963007634034449,0.059931506849315065,0.007354422728188596,0.0075497597803706245,0.008670520231213872,0.03091092606611153,0.05882352941176471,0.14814814814814814,0.03188708834291688,0.07017543859649122,0.0474934036939314,0.0,0.11538461538461539,0.025974025974025983,0.0,0.07662037037037038,0.02120582120582121,0.06162831922926448,0.11045364891518736,0.06110092762317393,0.06547327121137812,0.009865201465201465,0.04195804195804196,0.014246413833759087,0.014232008592910846,0.0054698183238913855,0.03862009112605772,0.003995445734406329,0.04486463893832868,0.009029900026106855,0.06082525069866842,0.021906002834544875,0.0,0.0,0.009731000819467702,0.029447357805566763,0.0037878787878787884,0.0016875,0.0020787283276922017,0.0,0.0,0.054545454545454536,0.0005428180008788481,0.008868413475381514,0.03846565948783885,0.21346153846153848,0.00784313725490196,0.0,0.011771995043370507,0.04562854080538968,0.015521064301552109,0.012464046021093002,0.0009633229847386505,0.003956763367565332,0.10129564193168432,0.03173392208312623,0.040323313050585785,0.012906956445840969,0.0,0.0,0.002790697674418605,0.045454545454545456,0.03413692438082682,0.1077036310107949,0.122600532436598,0.017640755090264613,0.026530612244897958,0.007577771869183728,0.17405063291139242,0.003591919191919192,0.06659508736616007,0.019531699319403874,0.0024448595562001243,0.03748651564185545,0.16666666666666666,0.0,0.04174360562776236,0.26151515151515153,0.04800732703242466,0.005428882020617544,0.01618168914123492,0.03697259678120922
2020-03-17,0.05542168674698795,0.004136557541771711,0.006211180124223602,0.010326217430480424,0.014500127194098194,0.0,0.10677290836653386,0.023533671252715424,0.056003068661296514,0.03591815919040643,0.016371077762619368,0.0808243203741596,0.16389132340052587,0.006566604127579739,0.020956426103365122,0.0,0.061189340850413595,0.022204818659824953,0.02291105121293801,0.24545454545454545,0.10475217169136433,0.008240868934132504,0.05873925501432665,0.008870134343782294,0.008922443376801648,0.005583756345177665,0.03235581622678397,0.05118110236220472,0.16299559471365638,0.040303162453728655,0.06428571428571428,0.044543429844098,0.0,0.1201923076923077,0.027027027027027032,0.0,0.0705601851851852,0.021298522844383373,0.0671090974749224,0.1036682615629984,0.04850195110121475,0.05235803657362849,0.009523809523809523,0.023728813559322038,0.01585027312617534,0.019589106545628284,0.00644206494297902,0.03311699117989682,0.0055936240281688615,0.04733934076973911,0.009406145860527975,0.06329113924050632,0.025035431810908428,0.0,0.0,0.010136459186945524,0.02956298200514139,0.00315884476534296,0.002015625,0.0020161290322580645,0.0,0.0,0.05049594229035167,0.0007569961092027934,0.010135329686150302,0.03380078068526818,0.22235576923076925,0.008333333333333335,0.0,0.01691093573844419,0.04396166134185304,0.01707317073170732,0.01026694045174538,0.0009730717292874732,0.004676174888940847,0.09885191671531426,0.030962900514884373,0.04195804195804196,0.014619883040935672,0.0,0.0,0.004651162790697674,0.029411764705882356,0.03649119502778039,0.1154695834904898,0.11527520098948672,0.016306352837010256,0.0315059861373661,0.00629125412541254,0.15240641711229946,0.005644444444444445,0.0761086712756115,0.027344379047165426,0.0031971240350309317,0.04433734939759036,0.013333333333333334,0.0,0.043482922528919124,0.22,0.04058761037287309,0.005803287677211857,0.01894042162100363,0.04066985645933014
2020-03-18,0.059106529209621984,0.005318431125135056,0.018633540372670808,0.012942468410393908,0.013859275053304905,0.0,0.10547609682409068,0.032456673761021584,0.05830456463367856,0.04144402983508435,0.020649966147596482,0.08492923445733788,0.08645399907535829,0.0041884816753926715,0.023910042945302787,0.0,0.07342720902049632,0.022428226344625574,0.026737967914438502,0.2262773722627737,0.09018036072144288,0.006851661527920521,0.05868544600938967,0.013893038541977893,0.01029512697323267,0.01477170993733214,0.03530895334174023,0.028077753779697626,0.13880126182965302,0.048719236564540434,0.06707317073170732,0.04485981308411215,0.0,0.125,0.030303030303030307,0.0,0.0645,0.02768729641693811,0.07258987572058033,0.0966952264381885,0.04736371760500447,0.05136876006441224,0.01028837488735356,0.0196078431372549,0.0136275146009085,0.019762005949851245,0.007087534706999855,0.03151716217940539,0.007191802321931393,0.049814042601149564,0.009782391694949093,0.05522474812709893,0.028164860787271977,0.0,0.0,0.010541917554423344,0.02869365609348915,0.00547645125958379,0.00234375,0.001953125,0.0,0.0,0.05842506350550381,0.0008564924380733427,0.011402245896919088,0.03158504781222834,0.23125,0.008823529411764706,0.0,0.018304431599229287,0.04529798559649306,0.01862527716186253,0.012585034013605442,0.0009796884626414497,0.005395586410316362,0.11121315855389496,0.03019187894664252,0.0468997668997669,0.02099737532808399,0.0,0.0,0.005477308294209703,0.018518518518518517,0.03884546567473397,0.12057537723875335,0.10997744603157557,0.015565983400747788,0.027731558513588463,0.004548494983277592,0.16363636363636366,0.007696969696969697,0.08562225518506293,0.035157058774926975,0.0039493885138617395,0.04646680942184154,0.013333333333333334,0.0,0.04522223943007589,0.2352941176470588,0.039716233168338236,0.006177693333806171,0.021699154100772344,0.04436711613745106
2020-03-19,0.061651583710407236,0.006500304708498402,0.011235955056179777,0.01669644243682535,0.019019205668469145,0.0,0.10417928528164748,0.028426995798319324,0.060606060606060615,0.04696990047976225,0.019324986390854653,0.08903414854051618,0.08856304985337242,0.010471204188481676,0.026863659787240448,0.0,0.08566507719057903,0.022651634029426194,0.03263736855327854,0.22641509433962265,0.09065354884047787,0.00665083135391924,0.07128099173553719,0.016542546697594918,0.011667810569663692,0.011266747868453105,0.042298062985900636,0.02504816955684008,0.14594594594594595,0.04387043870438705,0.05612244897959184,0.04723127035830619,0.0,0.09895833333333334,0.04046242774566474,0.0,0.06459802007808144,0.02400662251655629,0.07807065396623826,0.10167714884696016,0.04575581661105271,0.05281992556541655,0.011477462437395659,0.02087286527514232,0.013954997836434445,0.0222809667673716,0.008844732537711274,0.027328377787494536,0.008789980615693924,0.047780126849894286,0.015917993166097176,0.04715835701369155,0.03129428976363553,0.0,0.0,0.012555498944610234,0.026560178306092124,0.00533082470994042,0.002671875,0.001890359168241966,0.0,0.0,0.06408227848101265,0.0010242546283070534,0.012669162107687877,0.03002426416288638,0.25,0.009313725490196078,0.0,0.020408163265306117,0.04408783783783784,0.02017738359201774,0.017907355335207934,0.0009863051959954263,0.006114997931691876,0.11993587875255028,0.029420857378400663,0.05184149184149185,0.0234192037470726,0.0,0.0,0.009210526315789471,0.011904761904761904,0.04119973632168754,0.12562834441381546,0.09991934761179318,0.01482561396448532,0.031438415159345395,0.005056111020448671,0.1857707509881423,0.00974949494949495,0.09513583909451437,0.04296973850268852,0.004701652992692547,0.05228232455258396,0.02666666666666667,0.0,0.04943941645278941,0.14285714285714285,0.04309496454907059,0.006552098990400483,0.020277236796883952,0.048064375815571984
2020-03-20,0.06316274781005071,0.007682178291861748,0.013937282229965157,0.02014007383939627,0.022199098161637183,0.0,0.11959957850368808,0.038568905600182314,0.03448275862068965,0.05249577112444017,0.019666133089412303,0.08873114463176575,0.11947013246688327,0.013612565445026176,0.02981727662917811,0.0,0.09790294536066176,0.022875041714226812,0.038536769192118576,0.16744186046511628,0.08245830759728227,0.006766134628730049,0.08003679852805888,0.014421030225627927,0.013040494166094714,0.011951219512195122,0.04267928016093079,0.023090586145648316,0.13577586206896552,0.04543775397118582,0.05416666666666667,0.05270270270270271,0.0,0.07291666666666667,0.04063446187723644,0.0,0.06469604015616286,0.023299161230195712,0.08355143221189618,0.10968294772922024,0.052355524232896015,0.0484613520717228,0.01216483026558818,0.0171875,0.014465789106470069,0.027948193592365368,0.009857446163178648,0.0339261848463041,0.010388158909456456,0.04657784098818329,0.02293197061641648,0.03909196590028416,0.03442371873999909,0.0,0.0,0.01101361730934465,0.02656119900083264,0.005049005049005049,0.003,0.0018315018315018317,0.0,0.0,0.07063904215802949,0.0012755102040816323,0.013936078318456665,0.02955402368892105,0.2075078206465068,0.00980392156862745,0.0,0.019915741095365758,0.04970990616718,0.02172949002217295,0.016278252722801263,0.0010431427767445215,0.006834409453067391,0.1406520207519375,0.0287309182802626,0.056783216783216794,0.02159827213822894,0.0,0.0,0.009107468123861569,0.009523809523809523,0.04355400696864112,0.1371815172016698,0.09328902577403143,0.014085244528222853,0.028267376122381112,0.005563727057619749,0.2153846153846154,0.011802020202020203,0.10464942300396582,0.05078241823045007,0.005453917471523354,0.0334379526798648,0.02666666666666667,0.0,0.06278178539224527,0.13513513513513514,0.0496894843103274,0.006926504646994797,0.021923474663909,0.051761635493692906
2020-03-21,0.08090614886731391,0.008864051875225093,0.020066889632107024,0.022141679518809517,0.026055408970976253,0.0,0.15319954018584156,0.03621382432226235,0.030574712643678156,0.05802164176911808,0.01926414439430753,0.09682676965512899,0.09473684210526316,0.01155765694772787,0.032770893471115774,0.0,0.11014081353074448,0.023098449399027436,0.04443616983095862,0.1910569105691057,0.07303225806451613,0.0076368876080691655,0.09149797570850204,0.020767007885585543,0.014413177762525736,0.01004739336492891,0.04878282079487302,0.02192242833052277,0.1601489757914339,0.04219279334770557,0.05844155844155844,0.06171428571428573,0.0,0.05695142378559464,0.04080649600880814,0.004046972049689442,0.06321839080459771,0.027609427609427608,0.0890322104575541,0.10829335161069226,0.05991547504768554,0.045689917758148034,0.013589034649097005,0.019653179190751446,0.01480172752257558,0.03239189404818893,0.009800520381613184,0.04058747643147762,0.011986337203218986,0.04537555512647229,0.03600795399580803,0.031025574786876776,0.03755314771636264,0.00020111386138614148,0.0,0.0109244737463857,0.02647104486880919,0.005179934569247546,0.0030133333333333336,0.00178987678987679,0.0,0.0,0.07719580583504634,0.0015471261977997787,0.015202994529225453,0.03166063866523691,0.3607112616426757,0.007692307692307694,0.003322259136212625,0.02201582387340901,0.057059900271413236,0.023281596452328163,0.025881250731935826,0.0010999803574936165,0.007553820974442906,0.1428417363170666,0.028219560302111892,0.06172494172494174,0.03406813627254509,0.0,0.0,0.010736196319018405,0.06923076923076922,0.04590827761559469,0.14884912187333688,0.09698608964451312,0.013813593958992966,0.029623238423928677,0.005551865861443418,0.20089285714285715,0.013854545454545456,0.11416300691341724,0.05859509795821162,0.006206181950354162,0.03454851374088615,0.02666666666666667,0.0,0.06544653123802223,0.1366906474820144,0.055209200783236934,0.00730091030358911,0.035386251571110895,0.055458895171813835
2020-03-22,0.07905776056792514,0.01004592545858844,0.030100334448160536,0.028897080849026924,0.03039073806078148,0.0,0.18679950186799504,0.038372952066403024,0.02666666666666667,0.063547512413796,0.018865054008823972,0.10492239467849224,0.11866274797942687,0.011799410029498523,0.03572451031305344,0.0,0.12237868170082719,0.02355417953558879,0.050335570469798654,0.1691842900302115,0.0758364312267658,0.008052708638360176,0.08002735978112176,0.019155184097583013,0.01578586135895676,0.008604794099569761,0.055608654096793816,0.02021772939346812,0.15311004784688995,0.05101748351963313,0.06376811594202897,0.05958291956305859,0.0,0.14213197969543148,0.040978530140379846,0.008093944099378884,0.06620034973769673,0.025764895330112718,0.09451298870321204,0.13416815742397134,0.0727775715260895,0.04779378038712045,0.015453711305355675,0.0183982683982684,0.01487574378718936,0.03814010028870992,0.009592947886958776,0.046101364522417164,0.01358451549698152,0.04430321451598048,0.04654706316048169,0.02295918367346939,0.04068257669272619,0.0012066831683168345,0.0,0.013174937262203514,0.02813487107911555,0.004827235772357724,0.003026666666666667,0.0017482517482517485,0.0,0.0,0.08375256951206318,0.0018459088386458512,0.01646991073999424,0.0342041236747234,0.3202889825406381,0.014120126448893572,0.003322259136212625,0.022699004975124382,0.05639310813874405,0.024833702882483374,0.025881250731935826,0.0010811553398669073,0.008273232495818421,0.1415200299513291,0.028045013239188,0.06666666666666668,0.0425531914893617,0.0,0.0,0.012669683257918552,0.10344827586206896,0.04826254826254826,0.15709384331914353,0.09841906034290804,0.01354194338976308,0.029484582489309026,0.0055400046652670865,0.19579500657030224,0.015907070707070706,0.12367659082286868,0.06640777768597318,0.006958446429184969,0.036821510986254635,0.04,0.0006729532154446566,0.06877518836516558,0.08771929824561403,0.06388304389675342,0.0076753159601834235,0.05482837528604119,0.05915615484993475
2020-03-23,0.09246676514032497,0.011227799041951786,0.026845637583892617,0.02949678187291737,0.03225806451612903,0.0,0.20700765203383004,0.040207230543980184,0.02789644012944984,0.06907338305847391,0.017916988914668728,0.0996186117467582,0.13385692333959365,0.012865497076023392,0.038421756715141114,0.0,0.1346165498709099,0.02400990967215015,0.05362811199475101,0.17135549872122766,0.07196467991169977,0.011031797534068787,0.08276714021000617,0.02011935208866155,0.017158544955387784,0.007262164124909223,0.05882569212103386,0.019316493313521543,0.14631043256997456,0.052586696986924385,0.05069124423963134,0.06550218340611354,0.0,0.20760534429599176,0.041150564271951545,0.012140916149068327,0.07218880148079593,0.021381193913382755,0.10309006274642227,0.13746770025839794,0.07733439833150288,0.05122749590834697,0.021041027607361963,0.01492537313432836,0.016390771637122003,0.042581862282711234,0.010115266996000941,0.0529900177255341,0.015182693790744052,0.042841037204058616,0.051463546654453095,0.021671863189720333,0.04381200566908975,0.002212252475247527,0.0,0.013346150615509532,0.027841291190316076,0.0048390999274135005,0.00304,0.0016420361247947454,0.0,0.0,0.09030933318908002,0.0023558773222603514,0.017736826950763028,0.035608705092445674,0.3807915057915058,0.02054794520547945,0.0027472527472527475,0.025517436915225403,0.058439929771758214,0.02638580931263858,0.07354491158215247,0.001062330322240198,0.008992644017193937,0.15497887233770113,0.0276226233631723,0.046065259117082535,0.043548387096774194,0.004807692307692308,0.0,0.0170265780730897,0.08571428571428573,0.055999999999999994,0.1560632183908046,0.09556103575832306,0.013270292820533195,0.030281051677243882,0.005484822784280946,0.22871046228710465,0.01795959595959596,0.13319017473232014,0.07422045741373473,0.007710710908015777,0.03858148445157266,0.014563106796116504,0.0023553362540562743,0.0647374062165059,0.0989010989010989,0.07186716638496272,0.009154532308637765,0.061065469636656225,0.06285341452805566
2020-03-24,0.0934959349593496,0.012409672625315131,0.03219871205151794,0.03351917440236697,0.03800770090671966,0.0,0.2022354173943416,0.04588557245592821,0.029126213592233014,0.07459925370315182,0.02082128397917872,0.11166691187288508,0.14486362894006205,0.01284796573875803,0.04111900311722878,0.007233570853858287,0.14685441804099264,0.024465639808711512,0.056920653519703365,0.17555555555555555,0.05932917579639305,0.013160333642261351,0.08856502242152467,0.023455616802889184,0.018531228551818803,0.006272764063132335,0.0639473520829453,0.018034535316554585,0.1567251461988304,0.04776966239806257,0.051428571428571435,0.06477438136826782,0.0060352441435000004,0.2213188798554652,0.041322598403523245,0.016187888198757768,0.07661779296659685,0.025887050035417605,0.1116671367896325,0.1295738269479122,0.08352960793713654,0.050728313645916366,0.01956729239580019,0.014274385408406028,0.016932070147147753,0.04288385136714185,0.010922626311935562,0.050316618175594734,0.016780872084506585,0.04287589468295605,0.05466766777503665,0.02038454270597128,0.0469414346454533,0.0032178217821782202,0.0,0.013161471909932674,0.027431266679079004,0.004766227871084884,0.0030533333333333337,0.003278688524590164,0.0,0.0,0.09686609686609686,0.002271501472845704,0.019003743161531816,0.03739688648444031,0.4252275682704811,0.0223463687150838,0.002079002079002079,0.026650062266500626,0.053746140800974035,0.027937915742793796,0.06721518147435472,0.0012931372292902116,0.00971205553856945,0.1580078193793808,0.02712657065155399,0.047729539568378214,0.046348314606741575,0.004807692307692308,0.0,0.019310867095797046,0.08653846153846154,0.054200542005420065,0.17431334622823985,0.09286941034285352,0.01357603489585225,0.030590544740716506,0.005429640903294805,0.2423580786026201,0.020012121212121214,0.14270375864177157,0.08203313714149628,0.008462975386846585,0.04562737642585552,0.014563106796116504,0.004037719292667892,0.07229612492770388,0.10108303249097472,0.07977682689483277,0.010633748657092108,0.06348353419820373,0.0665506742061766
2020-03-25,0.1042843691148776,0.013591546208678477,0.05425101214574899,0.03618060956098334,0.042969194043423885,0.0,0.2011338514417761,0.05165676355655479,0.02097902097902098,0.08012512434782973,0.020110249081257657,0.10265486725663717,0.15366723523026826,0.014072983145148094,0.04381624951931646,0.016275534421181178,0.15909228621107535,0.024921369945272866,0.06021319504465573,0.14527027027027026,0.05286532951289398,0.01412344940965476,0.09450080085424452,0.023250070561670902,0.01990391214824983,0.006960965723852322,0.06294805852410522,0.016752577319587632,0.1708542713567839,0.042952627809200776,0.0642361111111111,0.0677361853832442,0.01357929932287503,0.2154696132596685,0.04149463253509495,0.020234860248447208,0.07079561696045736,0.03026070541925245,0.12024421083284276,0.1398121387283237,0.08479825560079501,0.05061349693251534,0.021503524845689754,0.015476190476190475,0.01808622502628812,0.04127178232956282,0.01180015771093838,0.05153491331318594,0.018379050378269115,0.042910752161853485,0.056720397527572415,0.019097222222222224,0.050070863621816855,0.004223391089108914,0.0,0.013780829241526795,0.027755290852318724,0.0073839662447257376,0.0030666666666666663,0.004366812227074236,0.0,0.0,0.10558319513543396,0.002509492981024177,0.020270659372300603,0.03844482732788973,0.4164742109314857,0.024154589371980683,0.002079002079002079,0.025791855203619908,0.05143152302243211,0.029490022172949003,0.048117004455943656,0.0015247276393773206,0.010431467059944965,0.16298947758200388,0.026590574416939745,0.0493938200196739,0.0491183879093199,0.007211538461538463,0.0,0.02260638297872341,0.07258064516129033,0.05375139977603583,0.1847318670599438,0.09307903820277308,0.013881776971171308,0.033152413084934725,0.0044847453188424785,0.2144702842377261,0.022064646464646464,0.152217342551223,0.08984581686925783,0.009215239865677393,0.052675238490253004,0.016611295681063124,0.00572010233127951,0.07666128287955701,0.09580838323353294,0.08080685419330674,0.01211296500554645,0.0666096134645557,0.07024793388429752
2020-03-26,0.12108731466227347,0.014773419792041826,0.05666897028334485,0.04160389891547375,0.05093194625054183,0.0,0.2000322854892106,0.05400538002097297,0.06091370558375635,0.08565099499250764,0.02082351832658061,0.10575281163516458,0.1349074664964901,0.01411799673056918,0.046513495921404135,0.025317497988504068,0.17133015438115806,0.025377100081834227,0.05731314893270093,0.1371191135734072,0.049759822638255936,0.016904316407510164,0.07882352941176471,0.023976453469144784,0.02127659574468085,0.006537890044576522,0.06774178955939564,0.016270337922403004,0.1865671641791045,0.03813559322033898,0.06269113149847094,0.08804071246819338,0.021123354502250054,0.2265895953757225,0.04166666666666666,0.024281832298136654,0.06849122689679023,0.034634360803087294,0.128821284876053,0.15441402645339894,0.08711560709193145,0.050328853302831,0.023439757295579317,0.017847485127095726,0.020816653322658127,0.04303315818082986,0.013278688524590163,0.05430297671676982,0.01997722867203165,0.03925151670199547,0.06038719285182428,0.017905157072113896,0.053200292598180404,0.005228960396039607,0.0,0.02094639332190615,0.02874407969949371,0.006631055442991343,0.0030800000000000003,0.00395778364116095,0.0,0.0,0.09933460076045628,0.0029439530399223302,0.02153757558306939,0.0416988416988417,0.38752,0.02032520325203252,0.002079002079002079,0.02646696758309397,0.05211582695276806,0.031042128603104218,0.04890276485245114,0.0016795473775896596,0.01115087858132048,0.1635782747603834,0.026359702544120626,0.05105810047096958,0.042391304347826085,0.007211538461538463,0.0,0.021363769388352355,0.07931034482758621,0.0548604427333975,0.19301982285955294,0.09217279726261762,0.014187519046490366,0.032604622111180516,0.004799096640632352,0.2081043956043956,0.024117171717171718,0.1617309264606744,0.09765849659701939,0.009967504344508198,0.05663207900987624,0.025495750708215296,0.007402485369891127,0.07551178061027422,0.08823529411764706,0.08684596306969365,0.013592181354000792,0.06833638503792833,0.07394519356241844
2020-03-27,0.12906932209881272,0.015955293375405168,0.060570071258907364,0.04453450281210747,0.051760489141893316,0.0,0.19893071953664512,0.0537305010278528,0.05204460966542751,0.09117686563718556,0.02085113655785336,0.08403674280039722,0.09046935227873933,0.014130434782608697,0.04921074232349181,0.03435946155582696,0.1835680225512408,0.025832830218395584,0.054413102820746136,0.12124711316397227,0.05740503627827573,0.019241716953205056,0.07606190319394139,0.022989599188229324,0.022649279341111873,0.007922360863537333,0.06803739753114861,0.015795868772782502,0.15554298642533934,0.03975213260792576,0.06887417218543046,0.06433618445518781,0.028667409681625084,0.2266604737575476,0.0394407763105242,0.028328804347826093,0.0661868368331231,0.032484143392788316,0.13739835891926322,0.16302241904234707,0.0902581210405715,0.049153412006157006,0.02438878233475012,0.020651675080312067,0.022748619733797618,0.04681123469632712,0.014182912468925812,0.05495409072221461,0.02157540696579418,0.03698214887167396,0.07588398887564561,0.016713091922005572,0.05632972157454395,0.006234529702970299,0.0,0.023546095965870463,0.029206317068232436,0.006476253736300232,0.0030933333333333334,0.0037406483790523685,0.0,0.0,0.10359983256592717,0.003451435427341121,0.022804491793838175,0.04310238865899127,0.3932174887892377,0.016286644951140062,0.0018348623853211012,0.024851632047477742,0.05558550787146862,0.03259423503325943,0.058825241588077774,0.0018343671158019984,0.011870290102695996,0.17771541262135926,0.025797391511076958,0.052722380922265256,0.04678362573099415,0.0049751243781094535,0.0,0.02280790674100355,0.07523510971786834,0.0489766081871345,0.20087870105062086,0.09017968674930336,0.014401649579094115,0.03234501347708895,0.004552055406613047,0.2239067055393586,0.026169696969696975,0.17124451037012586,0.10547117632478092,0.010719768823339007,0.058958345270154124,0.026066350710900472,0.009084868408502745,0.07690356402993277,0.1182170542635659,0.09391282885216684,0.015071397702455133,0.06896133066229587,0.07764245324053937
2020-03-28,0.13641096841374525,0.017137166958768515,0.06292606187729417,0.049507871614052436,0.04967284121279145,0.0,0.18112554112554116,0.054825947937930164,0.045714285714285714,0.09670273628186347,0.021964229683087543,0.07335121007433558,0.08349609375,0.01673117742539643,0.05190798872557948,0.043401425123149845,0.1958058907213235,0.026288560354956945,0.051884057971014495,0.12344398340248965,0.05525127318151244,0.021470967741935482,0.08231611893583725,0.02803145611364789,0.024021962937542895,0.011611117795692457,0.07236105930622902,0.01590909090909091,0.17459514170040485,0.04136867199551255,0.0687116564417178,0.0703875968992248,0.03621146486100011,0.22432432432432434,0.03721488595438175,0.032375776397515536,0.0672561442595558,0.0366048243281294,0.14597543296247348,0.17147117296222664,0.09724509717279,0.04952408561627289,0.02533780737392093,0.02030254777070064,0.02166419408325334,0.05406424370381541,0.014182912468925812,0.057631289257268674,0.023173585259556713,0.03389217223495356,0.10273330448579257,0.018211028220872394,0.059459150550907516,0.007240099009900992,0.0,0.02537988393114044,0.030453428419987476,0.009233876785456644,0.0031066666666666664,0.0034285714285714284,0.0,0.0,0.11236816874400768,0.003925907960953132,0.024071408004606967,0.04773266508490843,0.4134688691232529,0.015151515151515154,0.0013513513513513516,0.023201468869971625,0.05515488867376573,0.03414634146341464,0.054201835658645614,0.0021343873517786567,0.01258970162407151,0.18004678362573098,0.025522335409480262,0.054386661373560935,0.044609665427509285,0.0062402496099844,0.0,0.024515266324938712,0.06906077348066299,0.04804804804804805,0.2141459074733096,0.09217461819164753,0.014615780111697865,0.03329127438610113,0.004270202200053246,0.21907957813998086,0.02822222222222222,0.1807580942795773,0.11328385605254249,0.011472033302169815,0.0657071657427656,0.026066350710900472,0.010767251447114361,0.08202173324567849,0.13237924865831846,0.10226777616480698,0.016550614050909476,0.06627771295215869,0.08133971291866028
2020-03-29,0.14626623376623374,0.01831904054213186,0.06407214048410062,0.055323864569333615,0.04933062880324544,0.0,0.18432812001276733,0.057506514968537474,0.07,0.10222860692654138,0.022093444404201374,0.07625132765461315,0.09547057228098724,0.015189299478576288,0.054605235127667164,0.052443388690472735,0.20804375889140622,0.027339720473915207,0.04677113010446344,0.11659192825112108,0.056848463314976026,0.023456364263539156,0.08633304067895815,0.026406978133588242,0.02539464653397392,0.011854229216274976,0.08076358296622614,0.017467248908296942,0.15750109986801586,0.03990808697471017,0.0641304347826087,0.061819172113289765,0.04375552004037514,0.24323410013531802,0.04212860310421286,0.03642274844720497,0.07002838096495281,0.033349254066810885,0.1545525070056837,0.16031848504411447,0.10336697161180798,0.05723684210526316,0.026286832413091737,0.023182297154899896,0.0260566901273028,0.060554127392173675,0.014082590652425337,0.058565955117679265,0.02477176355331924,0.031254966361180275,0.11310087705894935,0.019708964519739212,0.06258857952727107,0.008245668316831685,0.0,0.02559460165846936,0.032366855590425785,0.00914169629253428,0.0031199999999999995,0.005452562704471102,0.0,0.00854966899647273,0.11135593220338984,0.0036795207307807627,0.025338324215375754,0.05041631154526978,0.4450642735871938,0.01445086705202312,0.0013513513513513516,0.0225007550588946,0.06029251947111031,0.034240552705956245,0.05440196153551452,0.002353556485355649,0.013309113145447027,0.1785275941517194,0.025417621172852053,0.05163962427064134,0.04050632911392405,0.005899705014749263,0.0,0.024478330658105937,0.06829268292682927,0.059292476332835076,0.2197069209641925,0.09366754617414247,0.014829910644301615,0.03358577543628581,0.0039883489934934456,0.2676685621445979,0.030274747474747475,0.19027167818902874,0.12109653578030402,0.012224297781000622,0.06766076421248833,0.023060796645702302,0.01244963448572598,0.08789808917197453,0.14111498257839722,0.11108536905934087,0.01802983039936382,0.07002643568254682,0.08285348688419705
