Saskatchewan,2020-04-20,0.013884617074563909
Manitoba,2020-04-20,0.012748444087532625
Ontario,2020-04-20,0.07551348358608025
Quebec,2020-04-20,0.11513042234551642
Newfoundland and Labrador,2020-04-20,0.0412321514519493
New Brunswick,2020-04-20,0.011246664125047654
Nova Scotia,2020-04-20,0.03180554942873528
Prince Edward Island,2020-04-20,0.011612326931665922
Yukon,2020-04-20,0.012528473804100227
Northwest Territories,2020-04-20,0.0033444816053511705
Nunavut,2020-04-20,0.0
British Columbia,2020-04-21,0.030499239288115203
Alberta,2020-04-21,0.02965411516719364
Saskatchewan,2020-04-21,0.013585802836036342
Manitoba,2020-04-21,0.012544273907910271
Ontario,2020-04-21,0.07923379201382794
Quebec,2020-04-21,0.11733908582089553
Newfoundland and Labrador,2020-04-21,0.04026319912266959
New Brunswick,2020-04-21,0.01092693767941476
Nova Scotia,2020-04-21,0.03168393448261038
Prince Edward Island,2020-04-21,0.011158798283261802
Yukon,2020-04-21,0.01261467889908257
Northwest Territories,2020-04-21,0.0033134526176275677
Nunavut,2020-04-21,0.0
British Columbia,2020-04-22,0.031217934224943043
Alberta,2020-04-22,0.03133955639922227
Saskatchewan,2020-04-22,0.013578807064311896
Manitoba,2020-04-22,0.012444917921650284
Ontario,2020-04-22,0.06861212437033178
Quebec,2020-04-22,0.11908683995274016
Newfoundland and Labrador,2020-04-22,0.038467317806160785
New Brunswick,2020-04-22,0.010610556604621886
Nova Scotia,2020-04-22,0.03196025667563651
Prince Edward Island,2020-04-22,0.011092150170648464
Yukon,2020-04-22,0.012528473804100227
Northwest Territories,2020-04-22,0.0033068783068783067
Nunavut,2020-04-22,0.0
British Columbia,2020-04-23,0.03099510603588907
Alberta,2020-04-23,0.03304845329684974
Saskatchewan,2020-04-23,0.01350799869409076
Manitoba,2020-04-23,0.012341608177493052
Ontario,2020-04-23,0.06836821905009635
Quebec,2020-04-23,0.12076335624581797
Newfoundland and Labrador,2020-04-23,0.03730690760711163
New Brunswick,2020-04-23,0.01015840220385675
Nova Scotia,2020-04-23,0.033234206719176984
Prince Edward Island,2020-04-23,0.010543390105433901
Yukon,2020-04-23,0.012485811577752554
Northwest Territories,2020-04-23,0.0033003300330033004
Nunavut,2020-04-23,0.0
British Columbia,2020-04-24,0.030642280724963618
Alberta,2020-04-24,0.034374759325340794
Saskatchewan,2020-04-24,0.013563501849568433
Manitoba,2020-04-24,0.01210865561694291
Ontario,2020-04-24,0.06750386977580267
Quebec,2020-04-24,0.12183244268229615
Newfoundland and Labrador,2020-04-24,0.03603096410978184
New Brunswick,2020-04-24,0.009909304669129997
Nova Scotia,2020-04-24,0.03312806921817757
Prince Edward Island,2020-04-24,0.01014040561622465
Yukon,2020-04-24,0.012387387387387387
Northwest Territories,2020-04-24,0.0032530904359141183
Nunavut,2020-04-24,0.0
British Columbia,2020-04-25,0.030901505417281365
Alberta,2020-04-25,0.03491306786315199
Saskatchewan,2020-04-25,0.013581351908783127
Manitoba,2020-04-25,0.012292817679558012
Ontario,2020-04-25,0.06648392889378724
Quebec,2020-04-25,0.12196681781249182
Newfoundland and Labrador,2020-04-25,0.03505182760501909
New Brunswick,2020-04-25,0.009609903086570568
Nova Scotia,2020-04-25,0.03286474164133739
Prince Edward Island,2020-04-25,0.01014040561622465
Yukon,2020-04-25,0.012304250559284116
Northwest Territories,2020-04-25,0.0032175032175032173
Nunavut,2020-04-25,0.0
British Columbia,2020-04-26,0.030108191653786708
Alberta,2020-04-26,0.035751336685021146
Saskatchewan,2020-04-26,0.013737012102580068
Manitoba,2020-04-26,0.012476979742173112
Ontario,2020-04-26,0.06497125544165777
Quebec,2020-04-26,0.12326091513828313
Newfoundland and Labrador,2020-04-26,0.03467741935483871
