"REF_DATE","GEO","DGUID","Airports","Domestic and international itinerant movements","Type of operation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-02","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859446","1.29.1.1","2418","","","","0"
"2020-03","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859446","1.29.1.1","2266","","","","0"
"2020-04","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859446","1.29.1.1","1423","","","","0"
"2020-05","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859446","1.29.1.1","1474","","","","0"
"2020-06","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859446","1.29.1.1","1729","","","","0"
"2020-01","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859453","1.29.2.1","64","","","","0"
"2020-02","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859453","1.29.2.1","82","","","","0"
"2020-03","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859453","1.29.2.1","81","","","","0"
"2020-04","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859453","1.29.2.1","23","","","","0"
"2020-05","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859453","1.29.2.1","48","","","","0"
"2020-06","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859453","1.29.2.1","61","","","","0"
"2020-01","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859460","1.29.3.1","98","","","","0"
"2020-02","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859460","1.29.3.1","95","","","","0"
"2020-03","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859460","1.29.3.1","131","","","","0"
"2020-04","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859460","1.29.3.1","47","","","","0"
"2020-05","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859460","1.29.3.1","104","","","","0"
"2020-06","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859460","1.29.3.1","116","","","","0"
"2020-01","Canada","2016A000011124","St-Jean, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859467","1.30.1.1","138","","","","0"
"2020-02","Canada","2016A000011124","St-Jean, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859467","1.30.1.1","254","","","","0"
"2020-03","Canada","2016A000011124","St-Jean, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859467","1.30.1.1","343","","","","0"
"2020-04","Canada","2016A000011124","St-Jean, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859467","1.30.1.1","197","","","","0"
"2020-05","Canada","2016A000011124","St-Jean, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859467","1.30.1.1","495","","","","0"
"2020-06","Canada","2016A000011124","St-Jean, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859467","1.30.1.1","640","","","","0"
"2020-01","Canada","2016A000011124","St-Jean, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859474","1.30.2.1","0","","","","0"
"2020-02","Canada","2016A000011124","St-Jean, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859474","1.30.2.1","0","","","","0"
"2020-03","Canada","2016A000011124","St-Jean, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859474","1.30.2.1","0","","","","0"
"2020-04","Canada","2016A000011124","St-Jean, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859474","1.30.2.1","0","","","","0"
"2020-05","Canada","2016A000011124","St-Jean, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859474","1.30.2.1","0","","","","0"
"2020-06","Canada","2016A000011124","St-Jean, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859474","1.30.2.1","0","","","","0"
"2020-01","Canada","2016A000011124","St-Jean, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859481","1.30.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","St-Jean, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859481","1.30.3.1","0","","","","0"
"2020-03","Canada","2016A000011124","St-Jean, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859481","1.30.3.1","0","","","","0"
"2020-04","Canada","2016A000011124","St-Jean, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859481","1.30.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","St-Jean, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859481","1.30.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","St-Jean, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859481","1.30.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Thunder Bay, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859509","1.32.1.1","4769","","","","0"
"2020-02","Canada","2016A000011124","Thunder Bay, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859509","1.32.1.1","5240","","","","0"
"2020-03","Canada","2016A000011124","Thunder Bay, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859509","1.32.1.1","4173","","","","0"
"2020-04","Canada","2016A000011124","Thunder Bay, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859509","1.32.1.1","1928","","","","0"
"2020-05","Canada","2016A000011124","Thunder Bay, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859509","1.32.1.1","2492","","","","0"
"2020-06","Canada","2016A000011124","Thunder Bay, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859509","1.32.1.1","2843","","","","0"
"2020-01","Canada","2016A000011124","Thunder Bay, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859516","1.32.2.1","25","","","","0"
"2020-02","Canada","2016A000011124","Thunder Bay, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859516","1.32.2.1","34","","","","0"
"2020-03","Canada","2016A000011124","Thunder Bay, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859516","1.32.2.1","36","","","","0"
"2020-04","Canada","2016A000011124","Thunder Bay, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859516","1.32.2.1","12","","","","0"
"2020-05","Canada","2016A000011124","Thunder Bay, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859516","1.32.2.1","9","","","","0"
"2020-06","Canada","2016A000011124","Thunder Bay, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859516","1.32.2.1","12","","","","0"
"2020-01","Canada","2016A000011124","Thunder Bay, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859523","1.32.3.1","10","","","","0"
"2020-02","Canada","2016A000011124","Thunder Bay, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859523","1.32.3.1","8","","","","0"
"2020-03","Canada","2016A000011124","Thunder Bay, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859523","1.32.3.1","8","","","","0"
"2020-04","Canada","2016A000011124","Thunder Bay, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859523","1.32.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Thunder Bay, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859523","1.32.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Thunder Bay, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859523","1.32.3.1","1","","","","0"
"2020-01","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859551","1.34.1.1","4526","","","","0"
"2020-02","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859551","1.34.1.1","4871","","","","0"
"2020-03","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859551","1.34.1.1","3657","","","","0"
"2020-04","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859551","1.34.1.1","457","","","","0"
"2020-05","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859551","1.34.1.1","743","","","","0"
"2020-06","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859551","1.34.1.1","1484","","","","0"
"2020-01","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859558","1.34.2.1","989","","","","0"
"2020-02","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859558","1.34.2.1","889","","","","0"
"2020-03","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859558","1.34.2.1","674","","","","0"
"2020-04","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859558","1.34.2.1","2","","","","0"
"2020-05","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859558","1.34.2.1","6","","","","0"
"2020-06","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859558","1.34.2.1","4","","","","0"
"2020-01","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859565","1.34.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859565","1.34.3.1","0","","","","0"
"2020-03","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859565","1.34.3.1","0","","","","0"
"2020-04","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859565","1.34.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859565","1.34.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859565","1.34.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859572","1.35.1.1","13924","","","","0"
"2020-02","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859572","1.35.1.1","12689","","","","0"
"2020-03","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859572","1.35.1.1","10899","","","","0"
"2020-04","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859572","1.35.1.1","3295","","","","0"
"2020-05","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859572","1.35.1.1","3146","","","","0"
"2020-06","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859572","1.35.1.1","4598","","","","0"
"2020-01","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859579","1.35.2.1","14038","","","","0"
"2020-02","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859579","1.35.2.1","13314","","","","0"
"2020-03","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859579","1.35.2.1","11230","","","","0"
"2020-04","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859579","1.35.2.1","1383","","","","0"
"2020-05","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859579","1.35.2.1","1120","","","","0"
"2020-06","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859579","1.35.2.1","1590","","","","0"
"2020-01","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859586","1.35.3.1","7533","","","","0"
"2020-02","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859586","1.35.3.1","6916","","","","0"
"2020-03","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859586","1.35.3.1","5778","","","","0"
"2020-04","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859586","1.35.3.1","803","","","","0"
"2020-05","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859586","1.35.3.1","1225","","","","0"
"2020-06","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859586","1.35.3.1","1110","","","","0"
"2020-01","Canada","2016A000011124","Vancouver Harbour, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859593","1.36.1.1","2726","","","","0"
"2020-02","Canada","2016A000011124","Vancouver Harbour, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859593","1.36.1.1","3179","","","","0"
"2020-03","Canada","2016A000011124","Vancouver Harbour, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859593","1.36.1.1","2719","","","","0"
"2020-04","Canada","2016A000011124","Vancouver Harbour, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859593","1.36.1.1","658","","","","0"
"2020-05","Canada","2016A000011124","Vancouver Harbour, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859593","1.36.1.1","1118","","","","0"
"2020-06","Canada","2016A000011124","Vancouver Harbour, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859593","1.36.1.1","2125","","","","0"
"2020-01","Canada","2016A000011124","Vancouver Harbour, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859600","1.36.2.1","47","","","","0"
"2020-02","Canada","2016A000011124","Vancouver Harbour, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859600","1.36.2.1","45","","","","0"
"2020-03","Canada","2016A000011124","Vancouver Harbour, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859600","1.36.2.1","20","","","","0"
"2020-04","Canada","2016A000011124","Vancouver Harbour, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859600","1.36.2.1","0","","","","0"
"2020-05","Canada","2016A000011124","Vancouver Harbour, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859600","1.36.2.1","0","","","","0"
"2020-06","Canada","2016A000011124","Vancouver Harbour, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859600","1.36.2.1","0","","","","0"
"2020-01","Canada","2016A000011124","Vancouver Harbour, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859607","1.36.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","Vancouver Harbour, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859607","1.36.3.1","0","","","","0"
"2020-03","Canada","2016A000011124","Vancouver Harbour, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859607","1.36.3.1","0","","","","0"
"2020-04","Canada","2016A000011124","Vancouver Harbour, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859607","1.36.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Vancouver Harbour, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859607","1.36.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Vancouver Harbour, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859607","1.36.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Vancouver International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859614","1.37.1.1","16051","","","","0"
"2020-02","Canada","2016A000011124","Vancouver International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859614","1.37.1.1","15832","","","","0"
"2020-03","Canada","2016A000011124","Vancouver International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859614","1.37.1.1","13405","","","","0"
"2020-04","Canada","2016A000011124","Vancouver International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859614","1.37.1.1","4472","","","","0"
"2020-05","Canada","2016A000011124","Vancouver International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859614","1.37.1.1","4864","","","","0"
"2020-06","Canada","2016A000011124","Vancouver International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859614","1.37.1.1","7335","","","","0"
"2020-01","Canada","2016A000011124","Vancouver International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859621","1.37.2.1","5488","","","","0"
"2020-02","Canada","2016A000011124","Vancouver International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859621","1.37.2.1","5178","","","","0"
"2020-03","Canada","2016A000011124","Vancouver International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859621","1.37.2.1","4197","","","","0"
"2020-04","Canada","2016A000011124","Vancouver International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859621","1.37.2.1","636","","","","0"
"2020-05","Canada","2016A000011124","Vancouver International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859621","1.37.2.1","554","","","","0"
"2020-06","Canada","2016A000011124","Vancouver International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859621","1.37.2.1","705","","","","0"
"2020-01","Canada","2016A000011124","Vancouver International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859628","1.37.3.1","2718","","","","0"
"2020-02","Canada","2016A000011124","Vancouver International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859628","1.37.3.1","2320","","","","0"
"2020-03","Canada","2016A000011124","Vancouver International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859628","1.37.3.1","1916","","","","0"
"2020-04","Canada","2016A000011124","Vancouver International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859628","1.37.3.1","466","","","","0"
"2020-05","Canada","2016A000011124","Vancouver International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859628","1.37.3.1","775","","","","0"
"2020-06","Canada","2016A000011124","Vancouver International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859628","1.37.3.1","765","","","","0"
"2020-01","Canada","2016A000011124","Victoria International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859635","1.38.1.1","3783","","","","0"
"2020-02","Canada","2016A000011124","Victoria International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859635","1.38.1.1","5020","","","","0"
"2020-03","Canada","2016A000011124","Victoria International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859635","1.38.1.1","4301","","","","0"
"2020-04","Canada","2016A000011124","Victoria International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859635","1.38.1.1","2139","","","","0"
"2020-05","Canada","2016A000011124","Victoria International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859635","1.38.1.1","2806","","","","0"
"2020-06","Canada","2016A000011124","Victoria International, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859635","1.38.1.1","3666","","","","0"
"2020-01","Canada","2016A000011124","Victoria International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859642","1.38.2.1","294","","","","0"
"2020-02","Canada","2016A000011124","Victoria International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859642","1.38.2.1","292","","","","0"
"2020-03","Canada","2016A000011124","Victoria International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859642","1.38.2.1","255","","","","0"
"2020-04","Canada","2016A000011124","Victoria International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859642","1.38.2.1","47","","","","0"
"2020-05","Canada","2016A000011124","Victoria International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859642","1.38.2.1","35","","","","0"
"2020-06","Canada","2016A000011124","Victoria International, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859642","1.38.2.1","50","","","","0"
"2020-01","Canada","2016A000011124","Victoria International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859649","1.38.3.1","65","","","","0"
"2020-02","Canada","2016A000011124","Victoria International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859649","1.38.3.1","76","","","","0"
"2020-03","Canada","2016A000011124","Victoria International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859649","1.38.3.1","47","","","","0"
"2020-04","Canada","2016A000011124","Victoria International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859649","1.38.3.1","5","","","","0"
"2020-05","Canada","2016A000011124","Victoria International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859649","1.38.3.1","1","","","","0"
"2020-06","Canada","2016A000011124","Victoria International, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859649","1.38.3.1","2","","","","0"
"2020-01","Canada","2016A000011124","Whitehorse International, Yukon","Domestic movements","Total itinerant movements","Number","223","units","0","v32859656","1.39.1.1","1040","","","","0"
"2020-02","Canada","2016A000011124","Whitehorse International, Yukon","Domestic movements","Total itinerant movements","Number","223","units","0","v32859656","1.39.1.1","1459","","","","0"
"2020-03","Canada","2016A000011124","Whitehorse International, Yukon","Domestic movements","Total itinerant movements","Number","223","units","0","v32859656","1.39.1.1","1302","","","","0"
"2020-04","Canada","2016A000011124","Whitehorse International, Yukon","Domestic movements","Total itinerant movements","Number","223","units","0","v32859656","1.39.1.1","863","","","","0"
"2020-05","Canada","2016A000011124","Whitehorse International, Yukon","Domestic movements","Total itinerant movements","Number","223","units","0","v32859656","1.39.1.1","1474","","","","0"
"2020-06","Canada","2016A000011124","Whitehorse International, Yukon","Domestic movements","Total itinerant movements","Number","223","units","0","v32859656","1.39.1.1","1521","","","","0"
"2020-01","Canada","2016A000011124","Whitehorse International, Yukon","Transborder movements","Total itinerant movements","Number","223","units","0","v32859663","1.39.2.1","11","","","","0"
"2020-02","Canada","2016A000011124","Whitehorse International, Yukon","Transborder movements","Total itinerant movements","Number","223","units","0","v32859663","1.39.2.1","14","","","","0"
"2020-03","Canada","2016A000011124","Whitehorse International, Yukon","Transborder movements","Total itinerant movements","Number","223","units","0","v32859663","1.39.2.1","20","","","","0"
"2020-04","Canada","2016A000011124","Whitehorse International, Yukon","Transborder movements","Total itinerant movements","Number","223","units","0","v32859663","1.39.2.1","20","","","","0"
"2020-05","Canada","2016A000011124","Whitehorse International, Yukon","Transborder movements","Total itinerant movements","Number","223","units","0","v32859663","1.39.2.1","32","","","","0"
"2020-06","Canada","2016A000011124","Whitehorse International, Yukon","Transborder movements","Total itinerant movements","Number","223","units","0","v32859663","1.39.2.1","35","","","","0"
"2020-01","Canada","2016A000011124","Whitehorse International, Yukon","Other international movements","Total itinerant movements","Number","223","units","0","v32859670","1.39.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","Whitehorse International, Yukon","Other international movements","Total itinerant movements","Number","223","units","0","v32859670","1.39.3.1","0","","","","0"
"2020-03","Canada","2016A000011124","Whitehorse International, Yukon","Other international movements","Total itinerant movements","Number","223","units","0","v32859670","1.39.3.1","6","","","","0"
"2020-04","Canada","2016A000011124","Whitehorse International, Yukon","Other international movements","Total itinerant movements","Number","223","units","0","v32859670","1.39.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Whitehorse International, Yukon","Other international movements","Total itinerant movements","Number","223","units","0","v32859670","1.39.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Whitehorse International, Yukon","Other international movements","Total itinerant movements","Number","223","units","0","v32859670","1.39.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Windsor, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859677","1.40.1.1","1438","","","","0"
"2020-02","Canada","2016A000011124","Windsor, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859677","1.40.1.1","1641","","","","0"
"2020-03","Canada","2016A000011124","Windsor, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859677","1.40.1.1","1331","","","","0"
"2020-04","Canada","2016A000011124","Windsor, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859677","1.40.1.1","355","","","","0"
"2020-05","Canada","2016A000011124","Windsor, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859677","1.40.1.1","424","","","","0"
"2020-06","Canada","2016A000011124","Windsor, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859677","1.40.1.1","685","","","","0"
"2020-01","Canada","2016A000011124","Windsor, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859684","1.40.2.1","133","","","","0"
"2020-02","Canada","2016A000011124","Windsor, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859684","1.40.2.1","100","","","","0"
"2020-03","Canada","2016A000011124","Windsor, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859684","1.40.2.1","85","","","","0"
"2020-04","Canada","2016A000011124","Windsor, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859684","1.40.2.1","34","","","","0"
"2020-05","Canada","2016A000011124","Windsor, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859684","1.40.2.1","81","","","","0"
"2020-06","Canada","2016A000011124","Windsor, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859684","1.40.2.1","96","","","","0"
"2020-01","Canada","2016A000011124","Windsor, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859691","1.40.3.1","50","","","","0"
"2020-02","Canada","2016A000011124","Windsor, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859691","1.40.3.1","53","","","","0"
"2020-03","Canada","2016A000011124","Windsor, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859691","1.40.3.1","35","","","","0"
"2020-04","Canada","2016A000011124","Windsor, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859691","1.40.3.1","0","","","","0"
