"REF_DATE","GEO","DGUID","Airports","Domestic and international itinerant movements","Type of operation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-04","Canada","2016A000011124","Fredericton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v52309865","1.47.2.1","3","","","","0"
"2020-05","Canada","2016A000011124","Fredericton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v52309865","1.47.2.1","0","","","","0"
"2020-06","Canada","2016A000011124","Fredericton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v52309865","1.47.2.1","5","","","","0"
"2020-01","Canada","2016A000011124","Fredericton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v52309866","1.47.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","Fredericton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v52309866","1.47.3.1","22","","","","0"
"2020-03","Canada","2016A000011124","Fredericton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v52309866","1.47.3.1","23","","","","0"
"2020-04","Canada","2016A000011124","Fredericton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v52309866","1.47.3.1","1","","","","0"
"2020-05","Canada","2016A000011124","Fredericton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v52309866","1.47.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Fredericton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v52309866","1.47.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859047","1.10.1.1","1421","","","","0"
"2020-02","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859047","1.10.1.1","1321","","","","0"
"2020-03","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859047","1.10.1.1","1325","","","","0"
"2020-04","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859047","1.10.1.1","464","","","","0"
"2020-05","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859047","1.10.1.1","552","","","","0"
"2020-06","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859047","1.10.1.1","1139","","","","0"
"2020-01","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859054","1.10.2.1","58","","","","0"
"2020-02","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859054","1.10.2.1","65","","","","0"
"2020-03","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859054","1.10.2.1","35","","","","0"
"2020-04","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859054","1.10.2.1","28","","","","0"
"2020-05","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859054","1.10.2.1","44","","","","0"
"2020-06","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Transborder movements","Total itinerant movements","Number","223","units","0","v32859054","1.10.2.1","38","","","","0"
"2020-01","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859061","1.10.3.1","85","","","","0"
"2020-02","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859061","1.10.3.1","94","","","","0"
"2020-03","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859061","1.10.3.1","53","","","","0"
"2020-04","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859061","1.10.3.1","44","","","","0"
"2020-05","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859061","1.10.3.1","68","","","","0"
"2020-06","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Other international movements","Total itinerant movements","Number","223","units","0","v32859061","1.10.3.1","50","","","","0"
"2020-01","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859068","1.11.1.1","4044","","","","0"
"2020-02","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859068","1.11.1.1","3843","","","","0"
"2020-03","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859068","1.11.1.1","3675","","","","0"
"2020-04","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859068","1.11.1.1","1209","","","","0"
"2020-05","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859068","1.11.1.1","1304","","","","0"
"2020-06","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859068","1.11.1.1","1570","","","","0"
"2020-01","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859075","1.11.2.1","451","","","","0"
"2020-02","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859075","1.11.2.1","464","","","","0"
"2020-03","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859075","1.11.2.1","404","","","","0"
"2020-04","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859075","1.11.2.1","65","","","","0"
"2020-05","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859075","1.11.2.1","70","","","","0"
"2020-06","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859075","1.11.2.1","80","","","","0"
"2020-01","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Other international movements","Total itinerant movements","Number","223","units","0","v32859082","1.11.3.1","166","","","","0"
"2020-02","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Other international movements","Total itinerant movements","Number","223","units","0","v32859082","1.11.3.1","294","","","","0"
"2020-03","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Other international movements","Total itinerant movements","Number","223","units","0","v32859082","1.11.3.1","327","","","","0"
"2020-04","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Other international movements","Total itinerant movements","Number","223","units","0","v32859082","1.11.3.1","56","","","","0"
"2020-05","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Other international movements","Total itinerant movements","Number","223","units","0","v32859082","1.11.3.1","58","","","","0"
"2020-06","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Other international movements","Total itinerant movements","Number","223","units","0","v32859082","1.11.3.1","54","","","","0"
"2020-01","Canada","2016A000011124","Hamilton, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859089","1.12.1.1","1246","","","","0"
"2020-02","Canada","2016A000011124","Hamilton, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859089","1.12.1.1","1197","","","","0"
"2020-03","Canada","2016A000011124","Hamilton, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859089","1.12.1.1","1210","","","","0"
"2020-04","Canada","2016A000011124","Hamilton, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859089","1.12.1.1","723","","","","0"
"2020-05","Canada","2016A000011124","Hamilton, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859089","1.12.1.1","753","","","","0"
"2020-06","Canada","2016A000011124","Hamilton, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859089","1.12.1.1","1022","","","","0"
"2020-01","Canada","2016A000011124","Hamilton, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859096","1.12.2.1","695","","","","0"
"2020-02","Canada","2016A000011124","Hamilton, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859096","1.12.2.1","706","","","","0"
"2020-03","Canada","2016A000011124","Hamilton, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859096","1.12.2.1","648","","","","0"
"2020-04","Canada","2016A000011124","Hamilton, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859096","1.12.2.1","389","","","","0"
"2020-05","Canada","2016A000011124","Hamilton, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859096","1.12.2.1","394","","","","0"
"2020-06","Canada","2016A000011124","Hamilton, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859096","1.12.2.1","465","","","","0"
"2020-01","Canada","2016A000011124","Hamilton, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859103","1.12.3.1","264","","","","0"
"2020-02","Canada","2016A000011124","Hamilton, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859103","1.12.3.1","261","","","","0"
"2020-03","Canada","2016A000011124","Hamilton, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859103","1.12.3.1","202","","","","0"
"2020-04","Canada","2016A000011124","Hamilton, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859103","1.12.3.1","27","","","","0"
"2020-05","Canada","2016A000011124","Hamilton, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859103","1.12.3.1","41","","","","0"
"2020-06","Canada","2016A000011124","Hamilton, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859103","1.12.3.1","58","","","","0"
"2020-01","Canada","2016A000011124","Kelowna, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859110","1.13.1.1","3878","","","","0"
"2020-02","Canada","2016A000011124","Kelowna, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859110","1.13.1.1","4196","","","","0"
"2020-03","Canada","2016A000011124","Kelowna, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859110","1.13.1.1","3737","","","","0"
"2020-04","Canada","2016A000011124","Kelowna, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859110","1.13.1.1","1713","","","","0"
"2020-05","Canada","2016A000011124","Kelowna, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859110","1.13.1.1","2231","","","","0"
"2020-06","Canada","2016A000011124","Kelowna, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859110","1.13.1.1","2786","","","","0"
"2020-01","Canada","2016A000011124","Kelowna, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859117","1.13.2.1","315","","","","0"
"2020-02","Canada","2016A000011124","Kelowna, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859117","1.13.2.1","333","","","","0"
"2020-03","Canada","2016A000011124","Kelowna, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859117","1.13.2.1","240","","","","0"
"2020-04","Canada","2016A000011124","Kelowna, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859117","1.13.2.1","42","","","","0"
"2020-05","Canada","2016A000011124","Kelowna, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859117","1.13.2.1","36","","","","0"
"2020-06","Canada","2016A000011124","Kelowna, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859117","1.13.2.1","49","","","","0"
"2020-01","Canada","2016A000011124","Kelowna, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859124","1.13.3.1","65","","","","0"
"2020-02","Canada","2016A000011124","Kelowna, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859124","1.13.3.1","53","","","","0"
"2020-03","Canada","2016A000011124","Kelowna, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859124","1.13.3.1","42","","","","0"
"2020-04","Canada","2016A000011124","Kelowna, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859124","1.13.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Kelowna, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859124","1.13.3.1","1","","","","0"
"2020-06","Canada","2016A000011124","Kelowna, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859124","1.13.3.1","3","","","","0"
"2020-01","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859131","1.14.1.1","3334","","","","0"
"2020-02","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859131","1.14.1.1","4080","","","","0"
"2020-03","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859131","1.14.1.1","3389","","","","0"
"2020-04","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859131","1.14.1.1","747","","","","0"
"2020-05","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859131","1.14.1.1","1045","","","","0"
"2020-06","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859131","1.14.1.1","2434","","","","0"
"2020-01","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859138","1.14.2.1","104","","","","0"
"2020-02","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859138","1.14.2.1","105","","","","0"
"2020-03","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859138","1.14.2.1","91","","","","0"
"2020-04","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859138","1.14.2.1","18","","","","0"
"2020-05","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859138","1.14.2.1","21","","","","0"
"2020-06","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859138","1.14.2.1","29","","","","0"
"2020-01","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859145","1.14.3.1","24","","","","0"
"2020-02","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859145","1.14.3.1","18","","","","0"
"2020-03","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859145","1.14.3.1","19","","","","0"
"2020-04","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859145","1.14.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859145","1.14.3.1","2","","","","0"
"2020-06","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859145","1.14.3.1","2","","","","0"
"2020-01","Canada","2016A000011124","Langley, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859152","1.15.1.1","775","","","","0"
"2020-02","Canada","2016A000011124","Langley, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859152","1.15.1.1","1924","","","","0"
"2020-03","Canada","2016A000011124","Langley, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859152","1.15.1.1","2097","","","","0"
"2020-04","Canada","2016A000011124","Langley, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859152","1.15.1.1","1113","","","","0"
"2020-05","Canada","2016A000011124","Langley, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859152","1.15.1.1","2074","","","","0"
"2020-06","Canada","2016A000011124","Langley, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859152","1.15.1.1","2939","","","","0"
"2020-01","Canada","2016A000011124","Langley, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859159","1.15.2.1","3","","","","0"
"2020-02","Canada","2016A000011124","Langley, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859159","1.15.2.1","7","","","","0"
"2020-03","Canada","2016A000011124","Langley, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859159","1.15.2.1","4","","","","0"
"2020-04","Canada","2016A000011124","Langley, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859159","1.15.2.1","1","","","","0"
"2020-05","Canada","2016A000011124","Langley, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859159","1.15.2.1","8","","","","0"
"2020-06","Canada","2016A000011124","Langley, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859159","1.15.2.1","9","","","","0"
"2020-01","Canada","2016A000011124","Langley, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859166","1.15.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","Langley, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859166","1.15.3.1","0","","","","0"
"2020-03","Canada","2016A000011124","Langley, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859166","1.15.3.1","0","","","","0"
"2020-04","Canada","2016A000011124","Langley, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859166","1.15.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Langley, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859166","1.15.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Langley, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859166","1.15.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","London, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859173","1.16.1.1","2689","","","","0"
"2020-02","Canada","2016A000011124","London, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859173","1.16.1.1","3072","","","","0"
"2020-03","Canada","2016A000011124","London, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859173","1.16.1.1","2444","","","","0"
"2020-04","Canada","2016A000011124","London, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859173","1.16.1.1","622","","","","0"
"2020-05","Canada","2016A000011124","London, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859173","1.16.1.1","994","","","","0"
"2020-06","Canada","2016A000011124","London, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859173","1.16.1.1","1483","","","","0"
"2020-01","Canada","2016A000011124","London, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859180","1.16.2.1","119","","","","0"
"2020-02","Canada","2016A000011124","London, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859180","1.16.2.1","104","","","","0"
"2020-03","Canada","2016A000011124","London, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859180","1.16.2.1","115","","","","0"
"2020-04","Canada","2016A000011124","London, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859180","1.16.2.1","32","","","","0"
"2020-05","Canada","2016A000011124","London, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859180","1.16.2.1","26","","","","0"
"2020-06","Canada","2016A000011124","London, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859180","1.16.2.1","58","","","","0"
"2020-01","Canada","2016A000011124","London, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859187","1.16.3.1","88","","","","0"
"2020-02","Canada","2016A000011124","London, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859187","1.16.3.1","79","","","","0"
"2020-03","Canada","2016A000011124","London, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859187","1.16.3.1","59","","","","0"
"2020-04","Canada","2016A000011124","London, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859187","1.16.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","London, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859187","1.16.3.1","2","","","","0"
"2020-06","Canada","2016A000011124","London, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859187","1.16.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Domestic movements","Total itinerant movements","Number","223","units","0","v32859194","1.17.1.1","4229","","","","0"
"2020-02","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Domestic movements","Total itinerant movements","Number","223","units","0","v32859194","1.17.1.1","5359","","","","0"
"2020-03","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Domestic movements","Total itinerant movements","Number","223","units","0","v32859194","1.17.1.1","3114","","","","0"
"2020-04","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Domestic movements","Total itinerant movements","Number","223","units","0","v32859194","1.17.1.1","673","","","","0"
"2020-05","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Domestic movements","Total itinerant movements","Number","223","units","0","v32859194","1.17.1.1","3566","","","","0"
"2020-06","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Domestic movements","Total itinerant movements","Number","223","units","0","v32859194","1.17.1.1","4205","","","","0"
"2020-01","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v32859201","1.17.2.1","28","","","","0"
"2020-02","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v32859201","1.17.2.1","21","","","","0"
"2020-03","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v32859201","1.17.2.1","27","","","","0"
"2020-04","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v32859201","1.17.2.1","4","","","","0"
"2020-05","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v32859201","1.17.2.1","8","","","","0"
"2020-06","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Transborder movements","Total itinerant movements","Number","223","units","0","v32859201","1.17.2.1","9","","","","0"
"2020-01","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v32859208","1.17.3.1","10","","","","0"
"2020-02","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v32859208","1.17.3.1","62","","","","0"
"2020-03","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v32859208","1.17.3.1","67","","","","0"
"2020-04","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v32859208","1.17.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v32859208","1.17.3.1","3","","","","0"
"2020-06","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Other international movements","Total itinerant movements","Number","223","units","0","v32859208","1.17.3.1","5","","","","0"
"2020-02","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859215","1.18.1.1","1565","","","","0"
"2020-03","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859215","1.18.1.1","1603","","","","0"
"2020-04","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859215","1.18.1.1","536","","","","0"
"2020-05","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859215","1.18.1.1","1047","","","","0"
"2020-06","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859215","1.18.1.1","2254","","","","0"
"2020-02","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859222","1.18.2.1","255","","","","0"
"2020-03","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859222","1.18.2.1","274","","","","0"
"2020-04","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859222","1.18.2.1","249","","","","0"
"2020-05","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859222","1.18.2.1","269","","","","0"
"2020-06","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859222","1.18.2.1","310","","","","0"
"2020-02","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859229","1.18.3.1","10","","","","0"
"2020-03","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859229","1.18.3.1","10","","","","0"
"2020-04","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859229","1.18.3.1","6","","","","0"
"2020-05","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859229","1.18.3.1","7","","","","0"
"2020-06","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859229","1.18.3.1","3","","","","0"
"2020-01","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859236","1.19.1.1","9298","","","","0"
"2020-02","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859236","1.19.1.1","8602","","","","0"
"2020-03","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859236","1.19.1.1","7715","","","","0"
"2020-04","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859236","1.19.1.1","2149","","","","0"
"2020-05","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859236","1.19.1.1","2374","","","","0"
"2020-06","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859236","1.19.1.1","3697","","","","0"
"2020-01","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859243","1.19.2.1","5419","","","","0"
"2020-02","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859243","1.19.2.1","5141","","","","0"
